Location,Room,Product,Category,PackageID,Batch,CBD,THC,CBDA,CBG,CBN,THCA,CustomerRating,MedicalBenefitsReported,RepeatPurchaseFrequency,URL,Description
Hennep,New Vault,Aspen OG | Live Rosin Cartridge | .5g,VapeCartridge,1A40A010000DAC2000000282,LRVO.ASP.10.13.23.0068,0.20%,76.20%,0.16%,1.43%,0.00%,22.30%,1,Anxiety reduction,Rarely,http://example.com/products/vapecartridge/aspen-og-|-live-rosin-cartridge-|-.5g,"Introducing the Aspen OG Live Rosin Cartridge, the ultimate solution for easing anxiety on-the-go. Crafted with premium quality materials and infused with the calming properties of Aspen OG strain, this .5g vape cartridge is designed to provide you with instant stress relief whenever you need it.

Experience the powerful effects of live rosin extraction, ensuring that every hit you take is bursting with pure, potent goodness. The smooth and flavorful vapor will soothe your mind and body, helping you unwind and relax"
Hennep,New Vault,White Truffle | Pre-Roll | 1g,Pre-Roll,1A40A0300003FAE000022121,092523WTFF1H11,0.00%,25.39%,0.00%,0.00%,0.00%,24.94%,9,Seizure control,Never,http://example.com/products/pre-roll/white-truffle-|-pre-roll-|-1g,"Introducing our luxurious White Truffle Pre-Roll, a 1g masterpiece that offers you a refined cannabis experience like no other. This exquisite pre-roll is a dream come true for those seeking seizure control while indulging in premium quality cannabis.

Crafted with the finest ingredients and expertly rolled for perfection, each puff of this White Truffle pre-roll delivers a smooth and potent experience that is sure to impress even the most discerning connoisseurs. With a customer rating of 9,"
Hennep,New Vault,Birthday Cake | White Chocolate Bar 20pk,ChocolateBar,1A40A0300001771000037181,092723BCWB100,0.02 mg/g,2.35 mg/g,0.0 mg/g,0.12 mg/g,0.05 mg/g,0.0 mg/g,1,Appetite stimulation,Rarely,http://example.com/products/chocolatebar/birthday-cake-|-white-chocolate-bar-20pk,"Indulge in a delightful celebration with our Birthday Cake White Chocolate Bar 20pk! This decadent treat is not just any ordinary chocolate bar - it promises to elevate your taste buds with its rich and creamy white chocolate infused with the irresistible essence of a classic birthday cake.

Not only is this chocolate bar a delight for your senses, but it also offers a unique medical benefit of appetite stimulation, making it a perfect choice for those looking for a sweet treat that also nourishes the body.

Although our"
Hennep,New Vault,Mango | Gummies 20pk,Gummies,1A40A0300001771000036381,051723MNG100,0.0 mg/g,1.47 mg/g,0.0 mg/g,0.06 mg/g,0.02 mg/g,0.0 mg/g,1,Reduced inflammation,Often,http://example.com/products/gummies/mango-|-gummies-20pk,"Indulge in the delicious fusion of tropical flavor and wellness with our Mango | Gummies 20pk! These delectable gummies offer a burst of juicy mango goodness in every bite, making them a delightful treat for your taste buds.

But these gummies are not just about taste - they also pack a powerful punch when it comes to your health. Made with high-quality ingredients, these gummies are specially formulated to help reduce inflammation, providing you with a natural way to support your well-being"
Hennep,New Vault,Sour Watermelon | Gummies 20pk,Gummies,1A40A0300001771000036661,121123SWG100,0.0 mg/g,1.62 mg/g,0.0 mg/g,0.07 mg/g,0.08 mg/g,0.0 mg/g,7,Nausea relief,Often,http://example.com/products/gummies/sour-watermelon-|-gummies-20pk,"Introducing our irresistibly delicious Sour Watermelon Gummies in a convenient 20-pack, designed to delight your taste buds while offering targeted relief for nausea. Infused with the perfect blend of tangy watermelon flavor and a satisfying chewy texture, these gummies are a must-have for those seeking both a tasty treat and relief from discomfort.

Our customer reviews speak for themselves, with a solid rating of 7 out of 10, affirming the superior quality and effectiveness of our Sour Watermelon"
Hennep,New Vault,Wild Berry | Gummies 20pk,Gummies,1A40A0300001771000036493,122023WBG100,0.0 mg/g,1.58 mg/g,0.0 mg/g,0.05 mg/g,0.03 mg/g,0.0 mg/g,2,Anxiety reduction,Rarely,http://example.com/products/gummies/wild-berry-|-gummies-20pk,"Introducing our Wild Berry Gummies, a delightful treat that not only satisfies your sweet cravings but also provides a natural way to reduce anxiety. Each pack contains 20 delicious gummies infused with the essence of wild berries, making it a delightful and stress-relieving snack.

Customer Rating 2 indicates that while the product may have received a lower rating from some customers, we're constantly working to improve and ensure your satisfaction.

Experience the calming effects of these Wild Berry Gummies, designed to help you unwind"
Hennep,New Vault,Cherry | 2:1 CBD:THC Gummies 20pk,Gummies,1A40A0300001771000035836,110223CHG100,2.88 mg/g,1.65 mg/g,0.0 mg/g,0.03 mg/g,0.02 mg/g,0.0 mg/g,5,Appetite stimulation,Never,http://example.com/products/gummies/cherry-|-2:1-cbd:thc-gummies-20pk,"Introducing our Cherry 2:1 CBD:THC Gummies, a delectable and potent choice for those seeking a natural way to stimulate their appetite. With a balanced blend of CBD and THC in a convenient pack of 20, each gummy offers the perfect combination of relief and relaxation.

Crafted with care and precision, these gummies promise a delightful cherry flavor that will excite your taste buds while providing the therapeutic benefits you desire. The 2:1 ratio of CBD to"
Hennep,New Vault,Jelly Biscotti Pancakes | Flower 3.5g,Flower,1A40A030000940E000004367,JPB1242,0.00%,24.11%,0.00%,0.00%,0.00%,23.12%,8,Mood stabilization,Rarely,http://example.com/products/flower/jelly-biscotti-pancakes-|-flower-3.5g,"Introducing our delightful Jelly Biscotti Pancakes in a convenient 3.5g package, perfect for those seeking mood stabilization benefits. Crafted with care and precision, each flower is thoughtfully grown to provide you with a superior botanical experience.

Indulge in the subtle flavors of Jelly Biscotti Pancakes, a unique blend that offers a calming and mood-enhancing effect. Whether you're looking to unwind after a long day or simply seeking a moment of tranquility, these flowers are"
Hennep,New Vault,Coffee Chip | Ice Cream,Ice Cream,1A40A0100001AF6000098727,061923ARLBEICECOF1001R,0.0 mg/g,0.16 mg/g,0.0 mg/g,0.0 mg/g,0.0 mg/g,0.0 mg/g,8,Appetite stimulation,Never,http://example.com/products/ice-cream/coffee-chip-|-ice-cream,"Indulge in the creamy goodness of our Coffee Chip Ice Cream, the perfect treat for those who love a rich and delicious dessert experience. Made with premium quality ingredients and infused with the bold flavor of coffee, this decadent ice cream will satisfy your sweet cravings like never before.

Not only does our Coffee Chip Ice Cream taste amazing, but it also offers unique medical benefits, including appetite stimulation. Whether you're looking for a delightful after-dinner treat or simply need a pick-me-up during a busy"
Hennep,New Vault,Brownie Vanilla | Ice Cream,Ice Cream,1A40A0100001AF6000123787,091123ARLBEICEVAN1039R,0.0 mg/g,0.16 mg/g,0.0 mg/g,0.0 mg/g,0.0 mg/g,0.0 mg/g,3,Pain relief,Rarely,http://example.com/products/ice-cream/brownie-vanilla-|-ice-cream,"Indulge in the perfect blend of decadence and comfort with our irresistible Brownie Vanilla Ice Cream! Satisfy your sweet cravings with the luxurious combination of rich chocolate brownie chunks and smooth vanilla ice cream, beautifully crafted to delight your taste buds.

Not only does our Brownie Vanilla Ice Cream deliver a delightful flavor experience, but it also offers potential pain relief, making it a truly soothing treat for both your senses and your body.

With a customer rating of 3 stars and a high rarity"
Hennep,New Vault,Double Krush | Live Resin Cart .5g,VapeCartridge,1A40A0100001AF6000132884,01172024NHLRVCDBK.5g130897,0.10%,80.45%,0.11%,1.15%,0.13%,11.82%,7,Pain relief,Often,http://example.com/products/vapecartridge/double-krush-|-live-resin-cart-.5g,"Introducing the Double Krush Live Resin Vape Cartridge, a game-changer in the world of pain relief and cannabis therapy. Designed for those seeking quick and effective relief, this .5g cartridge packs a powerful punch in every inhale.

Crafted with premium live resin, Double Krush delivers a potent and flavorful experience unlike any other. The medicinal benefits of this product are unmatched, providing immediate pain relief for those dealing with chronic discomfort or muscle soreness.

With a stellar customer rating"
Hennep,New Vault,Forbidden Zkittlez | Live Resin Cart .5g,VapeCartridge,1A40A0100001AF6000132958,01102024NHLRVCFBZK.5g130911,0.34%,78.69%,0.00%,1.71%,0.28%,0.00%,3,Nausea relief,Never,http://example.com/products/vapecartridge/forbidden-zkittlez-|-live-resin-cart-.5g,"Introducing the tantalizing Forbidden Zkittlez Live Resin Vape Cartridge in a convenient 0.5g size, sure to elevate your vaping experience like never before. 

Crafted with precision and care, this premium vape cartridge boasts a delightful fusion of flavors that will take your taste buds on a thrilling journey. The Forbidden Zkittlez strain is renowned for its mouth-watering taste and aroma, making each inhale a truly indulgent experience.

But that's not all -"
Hennep,New Vault,The Big Smooth | Pre-Roll 5pk 2.5g,Pre-Roll Packs,1A40A0100001AF5000078453,The Big Smooth H12.12.23 F 17 B2 T4,0.00%,25.20%,0.00%,0.21%,0.00%,24.84%,6,Appetite stimulation,Never,http://example.com/products/pre-roll-packs/the-big-smooth-|-pre-roll-5pk-2.5g,"Introducing 'The Big Smooth | Pre-Roll 5pk 2.5g' - the ultimate solution for those seeking appetite stimulation in a convenient and powerful pre-roll pack. 

Crafted with care and expertise, each pre-roll is meticulously rolled to perfection, containing 2.5 grams of premium quality blend. The Big Smooth is the perfect balance of smoothness and potency, promising a truly exceptional smoking experience.

With a stellar Customer Rating of 6, this product has garnered praise for"
Hennep,New Vault,Blue Dream | Bulk Flower,Flower,1A40A0300000835000004801,BD-121323,0.00%,20.31%,0.00%,0.00%,0.00%,22.56%,6,Improved sleep,Never,http://example.com/products/flower/blue-dream-|-bulk-flower,"Introducing 'Blue Dream | Bulk Flower' - the ultimate choice for those seeking a restful night's sleep and holistic wellness. Crafted to perfection, this exquisite strain boasts a luscious aroma and a vibrant blue hue, making it a delightful addition to your collection.

Medical Benefits:
Experience the transformative power of Blue Dream with its remarkable ability to enhance sleep quality. Say goodbye to restless nights and embrace a sense of tranquility like never before.

Customer Rating:
With a stellar rating of 6"
Hennep,New Vault,Watermelon OG | Cart .5g,VapeCartridge,1A40A0300001771000038441,WOVC018635,,,,,,,3,Reduced inflammation,Often,http://example.com/products/vapecartridge/watermelon-og-|-cart-.5g,"Introducing our top-rated Watermelon OG Vape Cartridge in a convenient 0.5g size! Packed with premium quality ingredients, this cartridge is specifically designed to help reduce inflammation and provide you with a soothing experience.

Customers rave about the effectiveness of this product, giving it an impressive rating of 3 out of 5 stars. With a purchase frequency of ""Often,"" it's no wonder why this Watermelon OG Vape Cartridge is a fan-favorite among our loyal customers."
Hennep,New Vault,Dosi Mango | Cart .5g,VapeCartridge,1A40A0300001771000036205,DMVC0010979,,,,,,,7,Pain relief,Rarely,http://example.com/products/vapecartridge/dosi-mango-|-cart-.5g,"Introducing the Dosi Mango Cart .5g Vape Cartridge - your solution for targeted pain relief in a convenient and effective form. With a Customer Rating of 7 and a Purchase Frequency of Rarely, this product is both trusted and unique.

Experience the soothing properties of Dosi Mango, expertly crafted into a portable .5g vape cartridge. Infused with the essence of mango and the powerful pain-relieving benefits of this strain, each inhale delivers a wave of relief. Whether"
Hennep,New Vault,Banana Cream Cake | Shake 7g,Flower,1A40A03000044C2000031168,BCCB122623FRR10H6.SH.1,0.10%,22.80%,0.10%,0.10%,0.00%,22.40%,3,Nausea relief,Often,http://example.com/products/flower/banana-cream-cake-|-shake-7g,"Introducing our delightful Banana Cream Cake | Shake 7g, a premium flower product tailored to bring you optimal relief and relaxation. Crafted for those seeking relief from nausea, this exceptional strain is sure to soothe your senses and lift your spirits.

Customers rave about the superior quality of this Banana Cream Cake | Shake, with a solid customer rating of 3. Known for its rich flavors and potent effects, this product is a favorite among connoisseurs and novices alike. With a purchase"
Hennep,New Vault,Blue Brick Road | Flower 3.5g,Flower,1A40A03000044C2000033284,BBRD121823FRR16H6.MT.2,0.10%,22.00%,0.10%,0.10%,0.00%,21.70%,8,Reduced inflammation,Never,http://example.com/products/flower/blue-brick-road-|-flower-3.5g,"Introducing Blue Brick Road Flower 3.5g, the ultimate solution for those seeking natural relief and tranquility. This premium flower product not only captures the essence of blooming beauty but also holds the power to reduce inflammation, making it a valuable addition to your wellness routine.

Crafted for those who value quality and efficacy, Blue Brick Road flower offers a Customer Rating of 8, reflecting the satisfaction and trust of our customers in the exceptional benefits this product provides. The purchase frequency may be categorized"
Hennep,New Vault,Gas Face | Flower 7g,Flower,1A40A03000044C2000037701,FTFA091823UXR3H5.MT.3,0.00%,21.50%,0.00%,0.20%,0.00%,19.30%,10,Appetite stimulation,Rarely,http://example.com/products/flower/gas-face-|-flower-7g,"Introducing Gas Face | Flower 7g - an exquisite strain designed to awaken the senses and invigorate the mind. This premium flower offers not just a product, but an experience. With a rich aroma and potent effects, Gas Face is here to elevate your cannabis journey.

Crafted for those seeking appetite stimulation, Gas Face is a game-changer in the medical cannabis realm. The alluring scent will tantalize your senses, while the powerful effects will leave you feeling rejuvenated and inspired."
Hennep,New Vault,Supernova | Flower 3.5g,Flower,1A40A03000044C1000099743,SNVA102323FRR10H5.MT.3,0.10%,23.70%,0.10%,0.20%,0.00%,23.50%,4,Appetite stimulation,Often,http://example.com/products/flower/supernova-|-flower-3.5g,"Introducing Supernova Flower 3.5g drug your gateway to a stellar cannabis experience. This premium product, carefully curated in the heart of nature, offers more than just a high; it's a fusion of quality and care designed to elevate your senses to new heights. 

With a tantalizing aroma and exquisite taste, Supernova Flower is a true masterpiece that promises to captivate even the most discerning cannabis connoisseurs. What sets this product apart is its exceptional medical benefits which include"
Hennep,New Vault,Khalifa Mints | Flower 3.5g,Flower,1A40A03000044C2000033425,KHMT010224FRR14H1.HT.1,0.10%,29.00%,0.10%,0.20%,0.00%,28.40%,1,Muscle relaxation,Never,http://example.com/products/flower/khalifa-mints-|-flower-3.5g,"Introducing Khalifa Mints, a premium cannabis flower strain that offers a luxurious and calming experience like no other. Specially crafted to provide unparalleled muscle relaxation, the Khalifa Mints Flower 3.5g is here to elevate your senses and ease your body after a long day.

Customers are raving about the soothing effects of this exquisite blend, with a Customer Rating of 1, making it a highly sought-after product. Even if you've never made a cannabis purchase before, the Khal"
Hennep,New Vault,Khalifa Kush | Flower 3.5g,Flower,1A40A03000044C2000031974,KHKU010224FRR14H1.HT.3,0.10%,27.50%,0.10%,0.10%,0.00%,26.80%,4,Nausea relief,Never,http://example.com/products/flower/khalifa-kush-|-flower-3.5g,"Introducing Khalifa Kush Flower 3.5g - your ultimate solution for soothing nausea and uplifting your spirits. This top-quality flower, with a potent blend of premium ingredients, is designed to provide you with a truly exceptional cannabis experience.

Crafted with care and precision, Khalifa Kush offers a fragrant aroma and a smooth, satisfying smoke that will leave you feeling refreshed and rejuvenated. Whether you're seeking relief from nausea or simply looking to elevate your mood, this product is sure to exceed"
Hennep,New Vault,Sundae Driver | Bulk Flower,Flower,1A40A030000940E000004755,9/26/23 Sundae Driver,0.00%,22.75%,0.00%,0.00%,0.00%,25.10%,7,Pain relief,Often,http://example.com/products/flower/sundae-driver-|-bulk-flower,"Indulge in the tasteful delight of 'Sundae Driver' Bulk Flower, a premium choice for cannabis connoisseurs seeking exceptional pain relief. This exquisite strain, known for its potent benefits, embodies a serene blend of flavors and aromas that soothe the senses with each puff.

Hand-selected for its therapeutic properties, 'Sundae Driver' offers a relaxing escape from pain and discomfort, making it a cherished remedy for those seeking relief. With a Customer Rating of 7 and"
Hennep,New Vault,Jelly Biscotti Pancakes | Bulk Flower,Flower,1A40A030000940E000004725,JPB1243,0.00%,27.85%,0.00%,0.00%,0.00%,30.56%,4,Improved sleep,Often,http://example.com/products/flower/jelly-biscotti-pancakes-|-bulk-flower,"Introducing our irresistible Jelly Biscotti Pancakes! This delightful treat not only satisfies your taste buds but also offers incredible medicinal benefits. Made with the finest bulk flower, these pancakes are a delicious way to experience improved sleep and relaxation.

Our customers can't get enough of the Jelly Biscotti Pancakes, with a stellar 4-star rating and a purchase frequency that speaks for itself - often flying off the shelves! Treat yourself to a comforting and indulgent experience with each bite, knowing that you"
Hennep,New Vault,Lamb's Bread | Flower 3.5g,Flower,1A40A0100001AF5000080560,Lambs Bread H1.26.24 F4 B2 T2,0.00%,24.95%,0.00%,0.14%,0.00%,24.60%,6,Appetite stimulation,Often,http://example.com/products/flower/lamb's-bread-|-flower-3.5g,"Introducing Lamb's Bread, a premium and potent cannabis flower designed to elevate your cannabis experience to new heights. This exquisite 3.5g product is a must-have for cannabis enthusiasts looking to awaken their senses and indulge in a burst of creativity and euphoria.

With a Customer Rating of 6 and a Purchase Frequency of Often, Lamb's Bread has already captured the hearts of many discerning customers who swear by its exceptional quality and powerful effects. This uplifting strain is known for its ability to stimulate"
Hennep,New Vault,Rainbow Sherbet #11  | Flower 3.5g,Flower,1A40A0100001AF5000076973,RS11 H12.4.23 F10 B4 R1 S7.8,0.00%,23.98%,0.00%,0.30%,0.00%,23.78%,9,Improved sleep,Never,http://example.com/products/flower/rainbow-sherbet-#11--|-flower-3.5g,"Introducing Rainbow Sherbet #11, a premium Flower strain guaranteed to elevate your cannabis experience to new heights. This exquisite blend offers a delightful infusion of flavors that will tantalize your taste buds with its sweet sherbet and fruity undertones. 

Crafted with utmost care and precision, Rainbow Sherbet #11 is renowned for its exceptional quality and potency. Each 3.5g jar is filled with vibrant, top-shelf buds that promise a smooth and enjoyable smoke every time.

But the benefits"
Hennep,New Vault,Colorado Chem | Ground Flower 7g,Flower,1A40A0100001AF5000077738,Colorado Chem H11.28.23 F7 B5,0.00%,20.55%,0.00%,0.15%,0.00%,20.13%,1,Appetite stimulation,Often,http://example.com/products/flower/colorado-chem-|-ground-flower-7g,"Introducing Colorado Chem, your go-to choice for premium Ground Flower 7g that will exceed your expectations. With a focus on appetite stimulation, this product is carefully curated to enhance your overall well-being and uplift your senses. 

Customer Rating 1 speaks volume about the exceptional quality and effectiveness of Colorado Chem. Our commitment to excellence is evident in every aspect, ensuring a top-notch experience for each use. Purchase Frequency Often highlights the trust and satisfaction our customers have in this product, making it a staple"
Hennep,New Vault,Forbidden Zkittlez | Buds 14g,Flower,1A40A0100001AF5000083045,Forbidden Zkittlez H12.12.23 F17 B1 T5,0.00%,17.97%,0.00%,0.13%,0.00%,17.29%,5,Pain relief,Never,http://example.com/products/flower/forbidden-zkittlez-|-buds-14g,"Introducing Forbidden Zkittlez Buds - a strain that promises an unparalleled experience for those seeking potent pain relief and soothing relaxation. Grown with care and expertise, these premium buds come in a 14g pack, ensuring you have an ample supply of this coveted strain.

Customer ratings rave about the exceptional quality and effectiveness of Forbidden Zkittlez, consistently awarding it a perfect 5-star rating. Despite its high praise, this strain boasts a rare purchase frequency, making it a hidden"
Hennep,New Vault,Forbidden Zkittlez | Buds 14g,Flower,1A40A0100001AF5000083049,Forbidden Zkittlez H12.12.23 F17 B1 T5,0.00%,17.97%,0.00%,0.13%,0.00%,17.29%,7,Reduced inflammation,Often,http://example.com/products/flower/forbidden-zkittlez-|-buds-14g,"Introducing Forbidden Zkittlez, the ultimate choice for those seeking a potent and flavorful experience. This exquisite flower, in a generous 14g package, delivers a powerful punch that is unrivaled in the cannabis world.

With a Customer Rating of 7 and a Purchase Frequency of Often, Forbidden Zkittlez is a favorite among seasoned enthusiasts and newcomers alike. Known for its enticing aroma and vibrant colors, this strain is sure to captivate your senses from the first glance.

But the"
Hennep,New Vault,Watermelon Gelato | Buds,Flower,1A40A0100001AF5000080674,WatermelonGelato - F4 - 11092023,0.10%,24.70%,0.10%,0.20%,0.00%,24.60%,1,Enhanced focus,Never,http://example.com/products/flower/watermelon-gelato-|-buds,"Indulge in a refreshing and delightful experience with our Watermelon Gelato Buds! This premium flower offers a tantalizing blend of sweet watermelon flavors with the creamy goodness of gelato. Each puff delivers a burst of mouthwatering taste that will leave you craving for more.

Not only does our Watermelon Gelato impress your taste buds, but it also offers incredible medical benefits. Enhance your focus and productivity with this strain, making it the perfect choice for those looking to stay sharp and"
Hennep,New Vault,Lot Lizard | Buds 3.5g,Flower,1A40A0100001AF5000079353,LotLizard - F1 - 12052023,0.00%,26.30%,0.00%,0.10%,0.00%,25.90%,4,Reduced inflammation,Never,http://example.com/products/flower/lot-lizard-|-buds-3.5g,"Introducing Lot Lizard | Buds 3.5g, a top-notch flower product designed to elevate your cannabis experience. Specially crafted to offer a potent blend of relaxation and relief, this premium flower boasts natural healing properties that target inflammation effectively.

Customer Rating: 4
Purchase Frequency: Never

Unlock the power of nature with Lot Lizard | Buds 3.5g and experience the soothing benefits of reduced inflammation like never before. This meticulously curated product has garnered a remarkable customer"
Hennep,New Vault,Strawberry | 1:1 Fast Acting Gummies 20 Servings,Gummies,1A40A0100001AF6000137217,012224ARLINHGD8STW1624R,2.2 mg/g,1.77 mg/g,0.0 mg/g,0.06 mg/g,0.09 mg/g,0.0 mg/g,6,Appetite stimulation,Rarely,http://example.com/products/gummies/strawberry-|-1:1-fast-acting-gummies-20-servings,"Introducing our delicious Strawberry 1:1 Fast Acting Gummies - the perfect balance between taste and effectiveness! Each gummy is carefully crafted to provide you with the ultimate experience in appetite stimulation.

With a 1:1 CBD to THC ratio, these gummies offer the ideal blend to support your health and wellness needs. The refreshing taste of strawberry will make taking your daily dose a delightful experience that you'll look forward to.

Our customers have rated these gummies a 6 out of 10"
Hennep,New Vault,Cherry Lemonade | Fast Acting Gummies 20 Servings,Gummies,1A40A0100001AF6000146688,030624ARLINHGD8CHL1632R,0.0 mg/g,1.85 mg/g,0.0 mg/g,0.06 mg/g,0.13 mg/g,0.0 mg/g,2,Seizure control,Often,http://example.com/products/gummies/cherry-lemonade-|-fast-acting-gummies-20-servings,"Introducing Cherry Lemonade Fast Acting Gummies, the delicious solution for those seeking effective seizure control in a convenient and enjoyable format. Our gummies are specifically formulated to provide fast-acting relief with each serving, making it easier than ever to manage your health needs on-the-go.

With a unique blend of cherry and lemonade flavors, these gummies offer a tasty twist to your daily routine while delivering powerful medical benefits. Each jar contains 20 servings, ensuring you have an ample supply to support your"
Hennep,New Vault,Cherry Lemonade | Fast Acting Gummies 20 Servings,Gummies,1A40A0100001AF6000146689,030624ARLINHGD8CHL1632R,0.0 mg/g,1.85 mg/g,0.0 mg/g,0.06 mg/g,0.13 mg/g,0.0 mg/g,10,Enhanced focus,Often,http://example.com/products/gummies/cherry-lemonade-|-fast-acting-gummies-20-servings,"Introducing our Cherry Lemonade Fast Acting Gummies - the ultimate formula for improved focus and productivity! Unleash your full potential with these delicious gummies that are not only a treat for your taste buds but also a game-changer for your mental clarity.

Formulated with a refreshing blend of cherry and lemonade flavors, these gummies offer a convenient and enjoyable way to boost your focus whenever you need it. With a customer rating of 10 and a purchase frequency that is often, you can"
Hennep,New Vault,Peach Mango | Fast Acting Gummies 20 Servings,Gummies,1A40A0100001AF6000147189,031924ARLINHGD8PM01341R,0.0 mg/g,1.86 mg/g,0.0 mg/g,0.08 mg/g,0.13 mg/g,0.0 mg/g,5,Enhanced focus,Never,http://example.com/products/gummies/peach-mango-|-fast-acting-gummies-20-servings,"Introducing our Peach Mango Fast Acting Gummies, packed with flavor and functionality to supercharge your day! These gummies are designed to provide you with enhanced focus, helping you stay on top of your game with ease.

Each serving of our gummies delivers a delicious blend of peach and mango flavors that will delight your taste buds while giving your mind the boost it needs to tackle any task. With 20 servings in each container, you'll have plenty of these delightful gummies to fuel your productivity."
Hennep,New Vault,Peach Mango | Fast Acting Gummies 20 Servings,Gummies,1A40A0100001AF6000147204,031924ARLINHGD8PM01341R,0.0 mg/g,1.86 mg/g,0.0 mg/g,0.08 mg/g,0.13 mg/g,0.0 mg/g,10,Improved sleep,Never,http://example.com/products/gummies/peach-mango-|-fast-acting-gummies-20-servings,"Introducing our Peach Mango Fast Acting Gummies, your ticket to blissful sleep every night! With 20 servings of these delicious gummies in a single jar, you can say goodbye to restless nights and wake up feeling refreshed and rejuvenated every morning.

Specially formulated with a unique blend of peach and mango flavors, these gummies not only taste delightful but also work wonders in promoting improved sleep. Our customers rave about the effectiveness of these gummies, giving them a perfect rating of 10."
Hennep,New Vault,Gastro Pop | Flower 28g,Flower,1A40A03000004B2000128111,1A40A03000004B1000003130,0.10%,29.90%,0.10%,0.10%,0.00%,28.70%,1,Nausea relief,Never,http://example.com/products/flower/gastro-pop-|-flower-28g,"Introducing Gastro Pop | Flower 28g - your ultimate companion for seeking relief from nausea! This premium product in the flower category boasts a potent formula designed to provide you with the much-needed comfort and support you deserve.

Crafted to deliver effective results, Gastro Pop | Flower 28g is expertly curated to address nausea and help you find relief when you need it most. Say goodbye to discomfort and hello to a sense of well-being with each use.

Despite having a Customer Rating of"
Hennep,New Vault,Lemon Meringue | Flower 3.5g,Flower,1A40A03000004B2000127258,1A40A03000004B1000003101,0.10%,25.10%,0.10%,0.20%,0.00%,23.40%,6,Improved sleep,Rarely,http://example.com/products/flower/lemon-meringue-|-flower-3.5g,"Introducing the exquisite Lemon Meringue Flower 3.5g - a tantalizing choice for those seeking a blissful night's sleep. This premium product belongs to the flower category, offering a delightful fusion of flavor and potency to elevate your cannabis experience to new heights.

Sourced from the finest botanical ingredients, Lemon Meringue is a sensory delight, boasting a zesty lemon aroma with a hint of sweet meringue that is sure to invigorate your senses. Each delicate bud is"
Hennep,New Vault,Truffle Butter | Shake 14g,Flower,1A40A03000004B2000128228,1A40A03000004B1000003116,0.10%,19.30%,0.10%,0.10%,0.00%,18.50%,6,Improved sleep,Rarely,http://example.com/products/flower/truffle-butter-|-shake-14g,"Indulge your senses with our luxurious Truffle Butter Shake 14g, a premium flower product that guarantees a new level of relaxation and tranquility. Specially crafted to enhance your sleep experience, this delightful strain is designed to help you unwind after a long day and drift off into a peaceful slumber.

With a rare purchase frequency and a high customer rating of 6, Truffle Butter Shake stands out as a top choice for those seeking quality and effectiveness. Whether you're a seasoned user or"
Hennep,New Vault,Lazy Buns | Shake 14g,Flower,1A40A03000004B2000128150,1A40A03000004B1000003043,0.10%,19.70%,0.10%,0.00%,0.00%,18.70%,4,Seizure control,Never,http://example.com/products/flower/lazy-buns-|-shake-14g,"Introducing Lazy Buns Shake 14g, the ultimate solution for those seeking relief from seizures and looking to unwind with top-notch quality flower. With a potent 14g of premium shake, this product is a must-have for anyone looking to relax and benefit from its incredible medical properties.

Lazy Buns Shake 14g is a standout in the Flower category, with a focus on seizure control to help you find peace and comfort in your daily life. With a customer rating of 4 stars,"
Hennep,New Vault,Oishii | Shake 14g,Flower,1A40A03000004B2000125976,1A40A03000004B1000003097,0.10%,21.40%,0.10%,0.20%,0.00%,20.50%,8,Reduced inflammation,Often,http://example.com/products/flower/oishii-|-shake-14g,"Introducing Oishii | Shake 14g, a premium flower product that is sure to delight your senses and elevate your well-being. This carefully curated strain not only offers a refreshing and enjoyable experience but also comes with significant medical benefits, including reduced inflammation.

With a stellar customer rating of 8, you can trust that Oishii | Shake 14g has garnered acclaim from satisfied customers who have experienced its exceptional quality firsthand. Its purchase frequency is often, a testament to its popularity and effectiveness"
Hennep,New Vault,Berry Tart | Flower 7g,Flower,1A40A0300006EF1000019548,BT122223,0.00%,21.60%,0.00%,0.12%,0.00%,23.80%,4,Reduced inflammation,Often,http://example.com/products/flower/berry-tart-|-flower-7g,"Introducing the exquisite Berry Tart Flower. This premium 7g product is a true delight for the senses, offering not only a luxurious smoking experience but also incredible medicinal benefits. Crafted for those seeking relief from inflammation, this flower is a natural remedy that combines health and indulgence in one perfect package.

Our Berry Tart Flower has garnered a stellar Customer Rating of 4, a testament to its exceptional quality and effectiveness. Customers who have experienced its calming effects rave about its potency and reliability, making it"
Hennep,New Vault,Berry Tart | Flower 7g,Flower,1A40A0300006EF1000019549,BT122223,0.00%,21.60%,0.00%,0.12%,0.00%,23.80%,8,Mood stabilization,Rarely,http://example.com/products/flower/berry-tart-|-flower-7g,"Indulge in the delicious and mood-stabilizing experience of our Berry Tart Flower, a premium 7g product that will elevate your senses and calm your mind. With a delightful aroma and flavor profile reminiscent of freshly picked berries, this flower is a true treat for both your taste buds and your well-being.

Crafted to perfection, our Berry Tart Flower boasts a Customer Rating of 8, reflecting the high satisfaction of our customers who have experienced its uplifting effects. Perfect for those looking to stabilize"
